antiguedad_meses,monto_mensual,soporte_tecnico_clicks,tipo_contrato,metodo_pago,gasto_por_mes,indice_insatisfaccion,score_fidelidad,churn,antiguedad_meses_norm,monto_mensual_norm,soporte_tecnico_clicks_norm
102,366.53,47.0,Anual,Tarjeta de Crédito,3.5585,47.0,57.3,0,0.8487,0.722,0.94
94,166.82,33.0,Mensual,Débito Automático,1.756,49.5,55.9,0,0.7815,0.3058,0.66
44,314.06,24.0,Bianual,Débito Automático,6.9791,24.0,23.6,1,0.3613,0.6126,0.48
11,179.29,29.0,Mensual,Tarjeta de Crédito,14.9408,43.5,-1.0,0,0.084,0.3317,0.58
104,238.86,7.0,Anual,Débito Automático,2.2749,7.0,70.7,0,0.8655,0.4559,0.14
21,77.53,16.0,Anual,Tarjeta de Crédito,3.5241,16.0,9.9,0,0.1681,0.1197,0.32
48,32.36,40.0,Bianual,Pago Manual,0.6604,40.0,21.6,1,0.395,0.0255,0.8
73,216.04,22.0,Mensual,Débito Automático,2.9195,33.0,44.5,1,0.605,0.4083,0.44
62,303.81,43.0,Anual,Débito Automático,4.8224,43.0,30.5,0,0.5126,0.5912,0.86
115,223.31,1.0,Mensual,Tarjeta de Crédito,1.9251,1.5,80.2,0,0.958,0.4235,0.02
89,172.69,31.0,Mensual,Tarjeta de Crédito,1.9188,46.5,53.0,0,0.7395,0.318,0.62
49,387.63,0.0,Bianual,Débito Automático,7.7526,0.0,34.3,1,0.4034,0.7659,0.0
12,375.39,23.0,Anual,Débito Automático,28.8762,23.0,1.5,1,0.0924,0.7404,0.46
49,163.02,32.0,Mensual,Débito Automático,3.2604,48.0,24.7,0,0.4034,0.2978,0.64
97,78.2,25.0,Anual,Débito Automático,0.798,25.0,60.4,0,0.8067,0.1211,0.5
105,338.44,14.0,Bianual,Tarjeta de Crédito,3.1928,14.0,69.3,1,0.8739,0.6634,0.28
74,238.23,9.0,Anual,Débito Automático,3.1764,9.0,49.1,1,0.6134,0.4546,0.18
72,39.16,7.0,Anual,Tarjeta de Crédito,0.5364,7.0,48.3,1,0.5966,0.0397,0.14
44,256.18,38.0,Anual,Débito Automático,5.6929,38.0,19.4,1,0.3613,0.492,0.76
18,343.51,36.0,Mensual,Débito Automático,18.0795,54.0,1.8,0,0.1429,0.674,0.72
45,472.4,4.0,Mensual,Pago Manual,10.2696,6.0,30.3,1,0.3697,0.9426,0.08
42,338.4,6.0,Bianual,Pago Manual,7.8698,6.0,27.6,0,0.3445,0.6633,0.12
70,86.21,50.0,Anual,Pago Manual,1.2142,50.0,34.0,0,0.5798,0.1378,1.0
90,313.73,22.0,Anual,Débito Automático,3.4476,22.0,56.4,0,0.7479,0.6119,0.44
67,160.36,35.0,Mensual,Pago Manual,2.3582,52.5,36.4,0,0.5546,0.2923,0.7
38,90.3,39.0,Bianual,Pago Manual,2.3154,39.0,14.9,0,0.3109,0.1463,0.78
75,477.73,9.0,Mensual,Pago Manual,6.2859,13.5,49.8,1,0.6218,0.9537,0.18
99,227.42,27.0,Anual,Pago Manual,2.2742,27.0,61.2,1,0.8235,0.4321,0.54
104,57.02,30.0,Anual,Pago Manual,0.543,30.0,63.8,1,0.8655,0.0769,0.6
5,259.28,9.0,Mensual,Débito Automático,19.2733,13.5,0.8,0,0.0336,0.4984,0.18
14,177.73,23.0,Mensual,Tarjeta de Crédito,11.8487,34.5,2.9,0,0.1092,0.3285,0.46
33,199.29,6.0,Bianual,Tarjeta de Crédito,5.8615,6.0,21.3,0,0.2689,0.3734,0.12
36,431.07,37.0,Bianual,Tarjeta de Crédito,11.6505,37.0,14.1,1,0.2941,0.8565,0.74
43,448.79,22.0,Mensual,Débito Automático,10.1998,33.0,23.5,0,0.3529,0.8934,0.44
30,232.08,48.0,Mensual,Débito Automático,7.4865,72.0,6.6,1,0.2437,0.4418,0.96
24,390.76,43.0,Mensual,Débito Automático,15.6304,64.5,3.9,1,0.1933,0.7724,0.86
40,37.81,28.0,Anual,Débito Automático,0.9222,28.0,19.6,1,0.3277,0.0369,0.56
39,250.64,4.0,Mensual,Débito Automático,6.266,6.0,26.1,0,0.3193,0.4804,0.08
14,112.03,24.0,Anual,Débito Automático,7.4687,24.0,2.6,1,0.1092,0.1916,0.48
19,151.67,37.0,Bianual,Tarjeta de Crédito,7.5835,37.0,2.2,1,0.1513,0.2742,0.74
74,200.25,0.0,Bianual,Tarjeta de Crédito,2.67,0.0,51.8,0,0.6134,0.3754,0.0
89,210.17,3.0,Anual,Tarjeta de Crédito,2.3352,3.0,61.4,0,0.7395,0.3961,0.06
48,107.66,27.0,Mensual,Pago Manual,2.1971,40.5,25.5,0,0.395,0.1825,0.54
25,328.84,43.0,Bianual,Tarjeta de Crédito,12.6477,43.0,4.6,1,0.2017,0.6434,0.86
76,156.18,49.0,Bianual,Débito Automático,2.0283,49.0,38.5,0,0.6303,0.2836,0.98
102,221.06,0.0,Mensual,Tarjeta de Crédito,2.1462,0.0,71.4,0,0.8487,0.4188,0.0
81,264.96,32.0,Bianual,Tarjeta de Crédito,3.2312,32.0,47.1,1,0.6723,0.5103,0.64
19,185.34,7.0,Anual,Tarjeta de Crédito,9.267,7.0,11.2,1,0.1513,0.3444,0.14
31,353.35,26.0,Bianual,Débito Automático,11.0422,26.0,13.9,1,0.2521,0.6945,0.52
94,259.28,3.0,Anual,Tarjeta de Crédito,1.4114,3.0,64.9,0,0.7815,0.4984,0.06
77,474.04,25.0,Anual,Tarjeta de Crédito,6.0774,8.0,51.5,1,0.6387,0.946,0.5
51,487.15,24.0,Mensual,Débito Automático,9.3683,36.0,28.5,1,0.4202,0.9733,0.48
87,228.73,41.0,Mensual,Pago Manual,2.5992,61.5,48.6,1,0.7227,0.4348,0.82
116,244.14,14.0,Bianual,Tarjeta de Crédito,2.0867,14.0,77.0,0,0.9664,0.4669,0.28
87,389.73,48.0,Bianual,Débito Automático,4.4288,48.0,46.5,1,0.7227,0.7703,0.96
94,406.47,47.0,Mensual,Débito Automático,4.2786,70.5,51.7,0,0.7815,0.8052,0.94
120,199.31,13.0,Mensual,Débito Automático,1.6472,19.5,80.1,0,1.0,0.3735,0.26
90,210.68,39.0,Mensual,Pago Manual,2.3152,58.5,51.3,0,0.7479,0.3972,0.78
58,273.47,17.0,Mensual,Débito Automático,4.6351,25.5,35.5,0,0.479,0.528,0.34
59,135.75,7.0,Mensual,Débito Automático,2.2625,10.5,39.2,0,0.4874,0.241,0.14
109,486.49,1.0,Anual,Tarjeta de Crédito,4.4226,1.0,76.0,0,0.9076,0.9719,0.02
99,259.28,38.0,Bianual,Débito Automático,2.667,38.0,57.9,1,0.8235,0.4984,0.76
105,167.4,19.0,Mensual,Débito Automático,1.5792,28.5,67.8,1,0.8739,0.307,0.38
65,464.93,25.0,Mensual,Débito Automático,7.0444,55.5,34.4,0,0.5378,0.927,0.5
89,175.62,17.0,Mensual,Tarjeta de Crédito,1.9513,25.5,57.2,1,0.7395,0.3241,0.34
1,47.42,18.0,Mensual,Tarjeta de Crédito,23.71,27.0,-4.7,1,0.0,0.0569,0.36
67,383.82,33.0,Mensual,Débito Automático,5.6444,49.5,37.0,0,0.5546,0.758,0.66
97,259.28,2.0,Bianual,Débito Automático,0.8969,2.0,67.3,0,0.8067,0.4984,0.04
31,412.75,32.0,Anual,Débito Automático,12.8984,32.0,12.1,0,0.2521,0.8183,0.64
30,249.41,21.0,Mensual,Tarjeta de Crédito,8.0455,31.5,14.7,0,0.2437,0.4779,0.42
10,254.13,35.0,Bianual,Tarjeta de Crédito,23.1027,35.0,-3.5,1,0.0756,0.4877,0.7
6,439.57,24.0,Mensual,Débito Automático,62.7957,36.0,-3.0,1,0.042,0.8742,0.48
87,170.66,17.0,Mensual,Tarjeta de Crédito,1.9393,25.5,55.8,0,0.7227,0.3138,0.34
38,49.24,12.0,Anual,Tarjeta de Crédito,1.2626,12.0,23.0,0,0.3109,0.0607,0.24
69,350.68,15.0,Anual,Tarjeta de Crédito,5.0097,15.0,43.8,1,0.5714,0.6889,0.3
117,354.96,32.0,Mensual,Pago Manual,3.0081,48.0,72.3,1,0.9748,0.6978,0.64
70,337.1,5.0,Bianual,Débito Automático,4.7479,5.0,47.5,0,0.5798,0.6606,0.1
6,111.49,25.0,Mensual,Débito Automático,15.9271,28.0,-4.2,0,0.042,0.1905,0.5
102,429.41,18.0,Anual,Tarjeta de Crédito,4.169,18.0,66.0,0,0.8487,0.853,0.36
109,295.35,29.0,Mensual,Débito Automático,2.685,43.5,67.6,0,0.9076,0.5736,0.58
111,171.91,37.0,Bianual,Tarjeta de Crédito,1.5349,37.0,66.6,0,0.9244,0.3164,0.74
49,69.57,16.0,Bianual,Débito Automático,1.3914,16.0,29.5,1,0.4034,0.1031,0.32
13,389.55,49.0,Anual,Tarjeta de Crédito,27.825,49.0,-5.6,1,0.1008,0.7699,0.98
74,424.4,3.0,Mensual,Pago Manual,5.6587,4.5,50.9,1,0.6134,0.8426,0.06
71,165.5,48.0,Anual,Tarjeta de Crédito,2.2986,48.0,35.3,0,0.5882,0.303,0.96
72,237.74,29.0,Anual,Pago Manual,3.2567,29.0,41.7,0,0.5966,0.4536,0.58
72,208.38,13.0,Bianual,Débito Automático,2.8545,13.0,46.5,0,0.5966,0.3924,0.26
21,273.4,46.0,Mensual,Tarjeta de Crédito,12.4273,69.0,0.9,1,0.1681,0.5279,0.92
109,458.3,25.0,Bianual,Tarjeta de Crédito,4.1664,41.0,64.0,1,0.9076,0.9132,0.5
79,377.01,29.0,Mensual,Tarjeta de Crédito,4.7126,43.5,46.6,1,0.6555,0.7438,0.58
24,243.71,42.0,Mensual,Pago Manual,9.7484,63.0,4.2,1,0.1933,0.466,0.84
25,257.04,47.0,Mensual,Débito Automático,9.8862,70.5,3.4,1,0.2017,0.4938,0.94
105,414.8,15.0,Mensual,Débito Automático,3.9132,22.5,69.0,0,0.8739,0.8225,0.3
46,470.07,34.0,Mensual,Pago Manual,10.0015,51.0,22.0,1,0.3782,0.9377,0.68
103,162.97,33.0,Anual,Pago Manual,1.567,33.0,62.2,0,0.8571,0.2977,0.66
45,87.15,14.0,Mensual,Tarjeta de Crédito,1.8946,21.0,27.3,0,0.3697,0.1397,0.28
80,217.3,25.0,Bianual,Tarjeta de Crédito,2.6827,25.0,48.5,1,0.6639,0.411,0.5
70,320.83,2.0,Mensual,Pago Manual,4.5187,3.0,48.4,0,0.5798,0.6267,0.04
24,126.89,41.0,Mensual,Débito Automático,5.0756,61.5,4.5,0,0.1933,0.2225,0.82
16,414.84,8.0,Anual,Tarjeta de Crédito,24.4024,8.0,8.8,1,0.1261,0.8226,0.16
80,259.21,18.0,Mensual,Tarjeta de Crédito,3.2001,27.0,50.6,0,0.6639,0.4983,0.36
103,259.28,27.0,Mensual,Débito Automático,3.8172,40.5,64.0,0,0.8571,0.4984,0.54
79,96.17,21.0,Mensual,Pago Manual,1.2021,31.5,49.0,0,0.6555,0.1585,0.42
76,123.17,39.0,Mensual,Débito Automático,1.5996,58.5,41.5,1,0.6303,0.2148,0.78
69,94.65,3.0,Mensual,Débito Automático,1.3521,4.5,47.4,0,0.5714,0.1554,0.06
36,25.17,42.0,Mensual,Pago Manual,0.6803,63.0,12.6,0,0.2941,0.0106,0.84
32,480.98,43.0,Anual,Tarjeta de Crédito,14.5752,43.0,9.5,0,0.2605,0.9605,0.86
45,40.5,29.0,Mensual,Tarjeta de Crédito,0.8804,43.5,22.8,1,0.3697,0.0425,0.58
61,259.28,31.0,Mensual,Tarjeta de Crédito,4.9705,46.5,33.4,1,0.5042,0.4984,0.62
115,98.72,21.0,Mensual,Tarjeta de Crédito,0.851,31.5,74.2,1,0.958,0.1638,0.42
67,464.81,4.0,Mensual,Pago Manual,6.8354,6.0,45.7,1,0.5546,0.9268,0.08
89,307.13,29.0,Bianual,Tarjeta de Crédito,3.4126,29.0,53.6,0,0.7395,0.5982,0.58
60,259.28,6.0,Mensual,Débito Automático,7.8005,9.0,40.2,0,0.4958,0.4984,0.12
23,259.28,30.0,Mensual,Débito Automático,17.3312,45.0,7.1,0,0.1849,0.4984,0.6
56,78.79,25.0,Mensual,Tarjeta de Crédito,1.3823,54.0,28.4,0,0.4622,0.1223,0.5
29,126.95,25.0,Mensual,Pago Manual,4.2317,37.5,12.8,1,0.2353,0.2227,0.5
14,275.33,11.0,Mensual,Débito Automático,18.3553,16.5,6.5,1,0.1092,0.5319,0.22
91,207.67,2.0,Anual,Tarjeta de Crédito,2.2573,2.0,63.1,0,0.7563,0.3909,0.04
74,36.42,21.0,Anual,Débito Automático,0.4856,21.0,45.5,0,0.6134,0.034,0.42
102,140.58,32.0,Mensual,Débito Automático,1.3649,48.0,61.8,1,0.8487,0.2511,0.64
71,202.93,29.0,Mensual,Débito Automático,2.8185,43.5,41.0,1,0.5882,0.381,0.58
16,45.87,9.0,Anual,Tarjeta de Crédito,2.6982,9.0,8.5,0,0.1261,0.0537,0.18
92,413.16,21.0,Mensual,Tarjeta de Crédito,4.4426,31.5,58.1,0,0.7647,0.8191,0.42
16,89.05,33.0,Anual,Débito Automático,5.2382,33.0,1.3,0,0.1261,0.1437,0.66
29,285.42,18.0,Mensual,Pago Manual,9.514,27.0,14.9,0,0.2353,0.5529,0.36
10,167.8,17.0,Mensual,Débito Automático,15.2545,25.5,1.9,1,0.0756,0.3078,0.34
92,289.39,17.0,Mensual,Tarjeta de Crédito,3.1117,25.5,59.3,1,0.7647,0.5612,0.34
70,213.94,18.0,Anual,Tarjeta de Crédito,3.0132,18.0,43.6,0,0.5798,0.404,0.36
107,243.72,8.0,Bianual,Tarjeta de Crédito,2.2567,8.0,72.5,1,0.8908,0.466,0.16
26,468.55,45.0,Anual,Tarjeta de Crédito,17.3537,45.0,4.7,0,0.2101,0.9346,0.9
110,380.5,19.0,Bianual,Tarjeta de Crédito,3.4279,19.0,71.3,1,0.916,0.7511,0.38
42,240.26,4.0,Mensual,Débito Automático,5.5874,6.0,28.2,0,0.3445,0.4588,0.08
72,448.0,38.0,Anual,Débito Automático,6.137,38.0,39.0,1,0.5966,0.8917,0.76
23,383.53,36.0,Mensual,Débito Automático,15.9804,54.0,5.3,1,0.1849,0.7574,0.72
86,194.98,29.0,Mensual,Tarjeta de Crédito,2.2411,43.5,51.5,0,0.7143,0.3644,0.58
31,424.43,7.0,Anual,Tarjeta de Crédito,13.2634,7.0,19.6,0,0.2521,0.8426,0.14
2,43.85,24.0,Anual,Pago Manual,14.6167,24.0,-5.8,0,0.0084,0.0495,0.48
103,28.45,22.0,Anual,Débito Automático,0.2736,22.0,65.5,0,0.8571,0.0174,0.44
92,176.85,50.0,Mensual,Débito Automático,1.9016,75.0,49.4,1,0.7647,0.3267,1.0
52,27.59,44.0,Mensual,Débito Automático,0.5206,66.0,23.2,0,0.4286,0.0156,0.88
57,205.65,29.0,Mensual,Débito Automático,3.5457,43.5,31.2,1,0.4706,0.3867,0.58
112,59.78,33.0,Anual,Débito Automático,0.529,33.0,68.5,1,0.9328,0.0827,0.66
84,233.28,4.0,Anual,Débito Automático,2.7445,4.0,57.6,1,0.6975,0.4443,0.08
118,323.49,0.0,Mensual,Pago Manual,2.7184,0.0,82.6,1,0.9832,0.6323,0.0
93,261.03,9.0,Mensual,Tarjeta de Crédito,2.7769,13.5,62.4,0,0.7731,0.5021,0.18
10,101.47,25.0,Anual,Débito Automático,9.2245,13.0,3.1,0,0.0756,0.1696,0.5
63,239.45,32.0,Mensual,Tarjeta de Crédito,3.7414,48.0,34.5,0,0.521,0.4571,0.64
44,281.08,5.0,Mensual,Pago Manual,6.2462,5.0,29.3,1,0.3613,0.5439,0.1
104,157.92,47.0,Anual,Débito Automático,1.504,47.0,58.7,1,0.8655,0.2872,0.94
79,270.31,6.0,Anual,Débito Automático,3.3789,6.0,53.5,1,0.6555,0.5214,0.12
56,100.92,5.0,Mensual,Débito Automático,1.7705,7.5,37.7,1,0.4622,0.1684,0.1
56,194.92,40.0,Bianual,Pago Manual,3.4196,40.0,27.2,1,0.4622,0.3643,0.8
36,123.59,4.0,Mensual,Tarjeta de Crédito,3.3403,6.0,24.0,1,0.2941,0.2157,0.08
97,331.54,25.0,Mensual,Pago Manual,3.3831,42.0,59.5,1,0.8067,0.649,0.5
83,410.71,25.0,Bianual,Pago Manual,4.8894,43.0,45.2,0,0.6891,0.814,0.5
88,309.13,43.0,Bianual,Tarjeta de Crédito,3.4734,43.0,48.7,1,0.7311,0.6023,0.86
77,359.81,33.0,Bianual,Tarjeta de Crédito,4.6129,33.0,44.0,1,0.6387,0.708,0.66
63,54.23,23.0,Mensual,Débito Automático,0.8473,34.5,37.2,1,0.521,0.0711,0.46
112,259.28,34.0,Anual,Tarjeta de Crédito,1.0679,34.0,68.2,1,0.9328,0.4984,0.68
29,380.16,20.0,Anual,Tarjeta de Crédito,12.672,20.0,14.3,0,0.2353,0.7504,0.4
56,360.15,32.0,Mensual,Tarjeta de Crédito,6.3184,48.0,29.6,0,0.4622,0.7087,0.64
91,119.27,46.0,Bianual,Débito Automático,1.2964,46.0,49.9,0,0.7563,0.2067,0.92
113,313.16,50.0,Mensual,Débito Automático,2.747,75.0,64.1,1,0.9412,0.6107,1.0
10,464.33,34.0,Mensual,Pago Manual,42.2118,51.0,-3.2,1,0.0756,0.9258,0.68
63,113.27,37.0,Anual,Débito Automático,1.7698,37.0,33.0,0,0.521,0.1942,0.74
91,29.48,48.0,Bianual,Débito Automático,0.3204,48.0,49.3,0,0.7563,0.0195,0.96
35,376.47,24.0,Mensual,Pago Manual,10.4575,36.0,17.3,1,0.2857,0.7427,0.48
47,221.97,28.0,Anual,Débito Automático,4.6244,28.0,24.5,1,0.3866,0.4207,0.56
68,381.59,36.0,Bianual,Débito Automático,5.5303,36.0,36.8,0,0.563,0.7533,0.72
107,259.28,15.0,Anual,Débito Automático,2.2619,15.0,70.4,1,0.8908,0.4984,0.3
33,413.33,7.0,Anual,Pago Manual,12.1568,7.0,21.0,1,0.2689,0.8195,0.14
107,376.06,35.0,Mensual,Tarjeta de Crédito,3.482,52.5,64.4,0,0.8908,0.7418,0.7
41,91.92,46.0,Anual,Pago Manual,2.1886,46.0,14.9,0,0.3361,0.1497,0.92
47,104.74,6.0,Mensual,Pago Manual,2.1821,9.0,31.1,0,0.3866,0.1764,0.12
92,25.75,25.0,Anual,Tarjeta de Crédito,0.2769,25.0,56.9,0,0.7647,0.0118,0.5
103,268.39,25.0,Mensual,Débito Automático,2.5807,37.5,64.6,0,0.8571,0.5174,0.5
99,352.07,22.0,Bianual,Pago Manual,3.5207,22.0,62.7,1,0.8235,0.6918,0.44
40,408.9,5.0,Anual,Pago Manual,9.9732,5.0,26.5,1,0.3277,0.8103,0.1
59,416.25,36.0,Bianual,Débito Automático,6.9375,36.0,30.5,1,0.4874,0.8256,0.72
21,309.09,8.0,Mensual,Débito Automático,14.0495,12.0,12.3,0,0.1681,0.6023,0.16
52,155.21,4.0,Anual,Tarjeta de Crédito,2.9285,4.0,35.2,1,0.4286,0.2816,0.08
4,395.23,19.0,Anual,Pago Manual,79.046,19.0,-2.9,0,0.0252,0.7818,0.38
79,306.34,49.0,Mensual,Tarjeta de Crédito,3.8292,73.5,40.6,1,0.6555,0.5965,0.98
9,211.59,0.0,Mensual,Débito Automático,21.159,0.0,6.3,1,0.0672,0.3991,0.0
109,223.13,35.0,Anual,Débito Automático,2.0285,35.0,65.8,1,0.9076,0.4231,0.7
4,497.98,25.0,Bianual,Tarjeta de Crédito,99.596,9.0,0.1,1,0.0252,0.9959,0.5
62,380.77,4.0,Anual,Tarjeta de Crédito,6.044,4.0,42.2,0,0.5126,0.7516,0.08
112,352.6,41.0,Anual,Pago Manual,3.1204,41.0,66.1,1,0.9328,0.6929,0.82
84,326.3,6.0,Mensual,Tarjeta de Crédito,3.8388,9.0,57.0,1,0.6975,0.6381,0.12
66,459.13,45.0,Mensual,Débito Automático,6.8527,67.5,32.7,0,0.5462,0.9149,0.9
74,439.57,10.0,Anual,Débito Automático,5.8609,10.0,48.8,0,0.6134,0.8742,0.2
31,221.01,25.0,Mensual,Pago Manual,6.9066,1.5,21.4,0,0.2521,0.4187,0.5
49,330.44,25.0,Bianual,Pago Manual,6.6088,39.0,22.6,1,0.4034,0.6467,0.5
79,220.62,22.0,Anual,Tarjeta de Crédito,2.7578,22.0,48.7,1,0.6555,0.4179,0.44
94,67.18,13.0,Mensual,Débito Automático,0.7072,19.5,61.9,0,0.7815,0.0981,0.26
51,336.34,23.0,Anual,Débito Automático,6.4681,23.0,28.8,0,0.4202,0.659,0.46
53,492.16,28.0,Mensual,Tarjeta de Crédito,9.1141,42.0,28.7,1,0.437,0.9838,0.56
88,361.53,45.0,Mensual,Débito Automático,4.0621,45.0,48.1,0,0.7311,0.7115,0.9
105,333.2,1.0,Mensual,Tarjeta de Crédito,3.1434,1.5,73.2,0,0.8739,0.6525,0.02
78,405.83,5.0,Mensual,Débito Automático,5.1371,7.5,53.1,0,0.6471,0.8039,0.1
98,468.53,11.0,Mensual,Pago Manual,4.7326,16.5,65.3,0,0.8151,0.9345,0.22
101,234.2,42.0,Mensual,Pago Manual,2.2961,63.0,58.1,1,0.8403,0.4462,0.84
76,41.85,45.0,Mensual,Pago Manual,0.5435,67.5,39.7,1,0.6303,0.0453,0.9
111,404.75,31.0,Anual,Débito Automático,3.6138,31.0,68.4,0,0.9244,0.8016,0.62
69,217.72,25.0,Bianual,Pago Manual,3.1103,18.0,42.9,0,0.5714,0.4118,0.5
113,118.66,45.0,Mensual,Tarjeta de Crédito,1.0409,67.5,65.6,0,0.9412,0.2054,0.9
83,132.13,43.0,Mensual,Pago Manual,1.573,64.5,45.2,0,0.6891,0.2335,0.86
90,141.84,50.0,Bianual,Pago Manual,1.5587,50.0,48.0,0,0.7479,0.2537,1.0
34,278.23,47.0,Mensual,Tarjeta de Crédito,7.9494,70.5,9.7,0,0.2773,0.5379,0.94
18,143.02,25.0,Anual,Tarjeta de Crédito,7.5274,21.0,6.3,0,0.1429,0.2562,0.5
45,492.25,27.0,Mensual,Pago Manual,10.7011,40.5,23.4,1,0.3697,0.984,0.54
84,259.28,48.0,Bianual,Tarjeta de Crédito,4.0525,48.0,44.4,0,0.6975,0.4984,0.96
93,416.93,50.0,Mensual,Débito Automático,4.4354,75.0,50.1,1,0.7731,0.827,1.0
15,446.05,35.0,Anual,Tarjeta de Crédito,27.8781,35.0,0.0,1,0.1176,0.8877,0.7
25,178.21,25.0,Anual,Débito Automático,6.8542,49.0,2.8,1,0.2017,0.3295,0.5
2,185.52,40.0,Mensual,Tarjeta de Crédito,61.84,60.0,-10.6,0,0.0084,0.3447,0.8
5,27.46,23.0,Bianual,Pago Manual,4.5767,23.0,-3.4,1,0.0336,0.0153,0.46
4,383.49,6.0,Mensual,Pago Manual,76.698,9.0,1.0,0,0.0252,0.7573,0.12
89,300.71,12.0,Anual,Débito Automático,3.3412,12.0,58.7,0,0.7395,0.5848,0.24
49,320.67,48.0,Mensual,Tarjeta de Crédito,6.4134,72.0,19.9,1,0.4034,0.6264,0.96
46,40.84,2.0,Mensual,Pago Manual,0.8689,3.0,31.6,1,0.3782,0.0432,0.04
65,168.24,13.0,Mensual,Tarjeta de Crédito,2.5491,19.5,41.6,0,0.5378,0.3087,0.26
64,391.75,24.0,Mensual,Débito Automático,6.0269,36.0,37.6,1,0.5294,0.7745,0.48
102,188.29,3.0,Mensual,Débito Automático,1.8281,3.0,70.5,1,0.8487,0.3505,0.06
59,303.2,44.0,Mensual,Pago Manual,5.0533,66.0,28.1,1,0.4874,0.59,0.88
113,450.14,24.0,Mensual,Tarjeta de Crédito,3.9486,36.0,71.9,1,0.9412,0.8962,0.48
28,85.68,31.0,Mensual,Débito Automático,2.9545,46.5,10.3,1,0.2269,0.1367,0.62
86,357.1,12.0,Bianual,Débito Automático,4.1046,12.0,56.6,1,0.7143,0.7023,0.24
71,365.47,8.0,Mensual,Pago Manual,5.076,12.0,47.3,1,0.5882,0.7197,0.16
41,350.66,47.0,Mensual,Débito Automático,8.349,70.5,14.6,1,0.3361,0.6889,0.94
108,100.12,12.0,Mensual,Pago Manual,0.9185,18.0,72.0,1,0.8992,0.1668,0.24
109,55.45,0.0,Bianual,Débito Automático,0.5041,0.0,76.3,0,0.9076,0.0737,0.0
93,182.93,9.0,Mensual,Débito Automático,1.9461,13.5,62.4,0,0.7731,0.3393,0.18
50,394.81,42.0,Anual,Débito Automático,7.7414,42.0,22.4,1,0.4118,0.7809,0.84
97,332.93,17.0,Bianual,Pago Manual,3.3972,17.0,62.8,1,0.8067,0.6519,0.34
2,400.4,29.0,Mensual,Débito Automático,133.4667,43.5,-7.3,0,0.0084,0.7925,0.58
37,70.35,17.0,Bianual,Pago Manual,1.8513,17.0,20.8,0,0.3025,0.1047,0.34
58,109.13,39.0,Anual,Tarjeta de Crédito,1.8497,39.0,28.9,1,0.479,0.1855,0.78
21,155.16,15.0,Anual,Débito Automático,7.0527,15.0,10.2,0,0.1681,0.2815,0.3
66,219.6,25.0,Bianual,Pago Manual,3.2776,25.0,38.7,0,0.5462,0.4158,0.5
37,490.39,26.0,Mensual,Débito Automático,12.905,39.0,18.1,1,0.3025,0.9801,0.52
11,198.41,40.0,Anual,Tarjeta de Crédito,16.5342,40.0,-4.3,0,0.084,0.3716,0.8
34,474.36,40.0,Mensual,Tarjeta de Crédito,13.5531,60.0,11.8,1,0.2773,0.9467,0.8
49,273.09,24.0,Anual,Débito Automático,5.4618,24.0,27.1,0,0.4034,0.5272,0.48
44,150.19,38.0,Anual,Pago Manual,3.3376,38.0,19.4,1,0.3613,0.2711,0.76
78,97.61,47.0,Mensual,Débito Automático,1.2356,70.5,40.5,1,0.6471,0.1615,0.94
89,336.03,15.0,Mensual,Tarjeta de Crédito,3.7337,15.0,57.8,1,0.7395,0.6584,0.3
42,259.28,16.0,Mensual,Tarjeta de Crédito,2.0016,24.0,24.6,1,0.3445,0.4984,0.32
89,100.33,44.0,Bianual,Tarjeta de Crédito,1.1148,44.0,49.1,0,0.7395,0.1672,0.88
98,153.46,30.0,Mensual,Tarjeta de Crédito,1.5501,45.0,59.6,0,0.8151,0.2779,0.6
96,391.54,33.0,Bianual,Tarjeta de Crédito,4.0365,33.0,57.3,0,0.7983,0.7741,0.66
55,333.77,42.0,Mensual,Débito Automático,5.9602,63.0,25.9,1,0.4538,0.6537,0.84
42,477.72,24.0,Mensual,Débito Automático,11.1098,36.0,22.2,0,0.3445,0.9537,0.48
15,381.63,30.0,Mensual,Tarjeta de Crédito,23.8519,45.0,1.5,1,0.1176,0.7534,0.6
81,316.19,22.0,Mensual,Tarjeta de Crédito,3.856,33.0,50.1,1,0.6723,0.617,0.44
73,259.28,29.0,Anual,Pago Manual,0.7451,29.0,42.4,0,0.605,0.4984,0.58
51,448.12,38.0,Mensual,Tarjeta de Crédito,8.6177,57.0,24.3,0,0.4202,0.892,0.76
65,430.98,23.0,Bianual,Tarjeta de Crédito,6.53,23.0,38.6,1,0.5378,0.8563,0.46
69,402.54,11.0,Anual,Débito Automático,5.7506,11.0,45.0,0,0.5714,0.797,0.22
3,201.4,12.0,Mensual,Tarjeta de Crédito,50.35,18.0,-1.5,0,0.0168,0.3778,0.24
108,155.23,7.0,Bianual,Pago Manual,1.4241,7.0,73.5,0,0.8992,0.2816,0.14
81,476.42,44.0,Anual,Tarjeta de Crédito,5.81,44.0,43.5,1,0.6723,0.951,0.88
41,259.28,43.0,Mensual,Tarjeta de Crédito,5.3571,64.5,15.8,1,0.3361,0.4984,0.86
30,382.52,31.0,Mensual,Tarjeta de Crédito,12.3394,46.5,11.7,1,0.2437,0.7553,0.62
57,54.26,16.0,Bianual,Tarjeta de Crédito,0.9355,16.0,35.1,1,0.4706,0.0712,0.32
